,price,location,baths,bedrooms,Total_Area
34653,225.0,I-10,5,5,1361.255
34656,120.0,Soan Garden,0,0,18240.817
34657,470.0,DHA Defence,7,6,5445.0
34662,1085.0,F-11,10,8,70785.0
34663,500.0,G-11,5,6,38659.642
34664,800.0,E-11,10,9,5445.0
34665,170.0,G-10,2,3,1361.255
34666,285.0,E-11,4,4,18240.817
34916,265.0,DHA Defence,4,4,2722.51
34918,60.0,Bhara kahu,3,2,1633.506
34919,185.0,D-12,5,4,1361.255
34921,670.0,F-11,7,6,5445.0
34922,900.0,F-8,5,5,5445.0
34925,430.0,DHA Defence,0,0,5445.0
34926,240.0,Bahria Town,6,5,2722.51
34927,210.0,Bahria Town,6,5,2722.51
34928,360.0,G-13,7,7,2722.51
34929,435.0,I-8,5,6,38659.642
34930,800.0,E-11,7,6,5445.0
34932,350.0,G-13,0,0,2722.51
34933,350.0,G-13,8,7,2722.51
34934,101.0,Naval Anchorage,4,4,1361.255
34935,258.0,G-13,7,6,1905.757
34936,95.0,Jhangi Syedan,7,6,1633.506
34937,52.0,Ghauri Town,3,2,1089.004
34939,30.0,Sohan Valley,2,2,816.7529999999999
34941,26.0,DHA Defence,2,2,1361.255
34942,740.0,F-10,6,6,59895.0
34944,950.0,F-10,5,5,5445.0
34947,250.0,Bahria Town,6,5,2722.51
34948,80.0,DHA Defence,3,3,2178.008
34949,145.0,I-10,3,3,18240.817
34950,38.0,DHA Defence,0,0,1361.255
34951,270.0,Rawal Town,5,7,29675.359
35173,185.0,DHA Defence,4,3,2994.7609999999995
35175,185.0,Green Avenue,0,8,1361.255
35176,350.0,E-11,7,6,2178.008
35177,325.0,E-11,6,5,2178.008
35178,425.0,E-11,7,7,2722.51
35180,40.0,Koral Chowk,3,2,1361.255
35181,355.0,G-9,6,6,29675.359
35182,175.0,DHA Defence,5,4,2178.008
35184,3000.0,F-7,10,11,114345.0
35185,425.0,Bani Gala,5,6,59895.0
35187,550.0,G-9,6,6,3267.012
35189,150.0,Green Avenue,5,4,15246.056
35190,1400.0,F-10,10,8,114345.0
35191,1400.0,F-10,10,8,114345.0
35192,275.0,9th Avenue,4,4,1905.757
35193,425.0,9th Avenue,5,5,3267.012
35194,500.0,DHA Defence,5,5,5445.0
35197,350.0,Rawal Town,6,6,2722.51
35199,115.0,Ghauri Town,6,6,1361.255
35200,120.0,Ghauri Town,6,6,1633.506
35201,450.0,E-11,5,5,2722.51
35203,75.0,Swan Garden,3,3,1361.255
35204,157.0,G-13,5,4,11979.043999999998
35205,600.0,DHA Defence,7,7,5445.0
35206,480.0,DHA Defence,6,6,5445.0
35207,160.0,D-12,5,5,13340.299
35208,400.0,Bhara kahu,6,9,76230.0
35209,48.5,Ghauri Town,2,3,816.7529999999999
35210,678.0,I-8,6,5,5445.0
35211,80.0,Shaheen Town,5,6,1361.255
35212,110.0,Korang Town,5,4,1633.506
35403,165.0,G-11,3,3,15246.056
35427,145.0,G-11,4,3,11979.043999999998
35428,325.0,G-13,4,4,29675.359
35429,90.0,Ghauri Town,6,6,1361.255
35430,140.0,G-14,5,4,1089.004
35431,220.0,G-15,7,6,29130.857
35432,450.0,G-15,8,7,5445.0
35433,750.0,F-10,7,6,59895.0
35434,970.0,F-10,7,7,81675.0
35435,300.0,DHA Defence,6,6,5445.0
35436,220.0,DHA Defence,3,3,3267.012
35437,455.0,DHA Defence,6,6,5445.0
35438,800.0,F-11,0,0,5445.0
35439,755.0,F-7,6,5,5445.0
35442,155.0,G-13,4,4,1089.004
35443,160.0,G-13,4,4,1089.004
35444,155.0,G-13,5,4,1089.004
35445,130.0,G-13,4,4,1089.004
35446,152.0,G-13,4,4,1089.004
35447,900.0,F-6,0,0,4356.016
35449,68.0,H-13,4,3,1361.255
35450,160.0,G-13,5,4,1089.004
35451,235.0,Zaraj Housing Scheme,4,4,2722.51
35452,200.0,DHA Defence,4,4,2178.008
35456,140.0,B-17,4,4,1905.757
35457,235.0,Bhara kahu,5,8,2178.008
35458,150.0,Green Avenue,5,5,1361.255
35460,260.0,Rawal Town,6,8,2722.51
35461,55.0,Shaheen Town,3,2,1361.255
35467,47.0,C-19,2,2,1361.255
35468,110.0,Kuri Road,4,3,2178.008
35469,125.0,G-11,2,4,816.7529999999999
35470,145.0,Bahria Town,3,4,1633.506
35471,180.0,Bani Gala,6,6,53905.698
35473,280.0,G-13,6,5,2178.008
35474,145.0,Simly Dam Road,4,4,65340.0
35475,525.0,DHA Defence,6,6,5445.0
35477,130.0,Ghauri Town,6,6,1905.757
35478,130.0,Ghauri Town,6,6,1905.757
35704,270.0,Park View City,4,4,2722.51
35706,320.0,DHA Defence,0,3,5445.0
35710,95.0,Soan Garden,2,2,17968.566
35711,68.0,Ghauri Town,3,2,1361.255
35712,105.0,Ghauri Town,5,4,1361.255
35713,80.0,Jhangi Syedan,5,6,1361.255
35714,157.0,G-13,5,4,11979.043999999998
35715,255.0,G-15,6,6,38659.642
35716,170.0,Faisal Town - F-18,7,9,1905.757
35717,135.0,G-13,5,5,1089.004
35718,140.0,G-13,5,5,1089.004
35719,130.0,G-13,5,5,1089.004
35720,160.0,G-13,5,5,1089.004
35721,480.0,DHA Defence,7,5,5445.0
35722,1000.0,E-11,0,10,5445.0
35723,450.0,DHA Defence,7,6,5445.0
35724,255.0,G-13,7,6,1905.757
35725,45.0,Ali Pur,3,2,1361.255
35726,155.0,G-13,5,5,1089.004
35930,155.0,G-13,5,5,1089.004
35931,400.0,G-13,7,7,2722.51
35932,375.0,G-13,7,7,2722.51
35933,370.0,G-11,7,7,1905.757
35934,155.0,F-10,3,4,1089.004
35935,800.0,F-10,5,5,59895.0
35937,55.0,Bhara kahu,4,5,816.7529999999999
35941,225.0,Shehzad Town,0,0,2178.008
35942,149.0,CBR Town,4,5,2178.008
35943,1650.0,F-10,8,8,114345.0
35944,160.0,Green Avenue,4,4,1361.255
35945,115.0,PWD Housing Scheme,5,5,18240.817
35946,1165.0,F-10,6,7,5445.0
36220,450.0,DHA Defence,7,6,5445.0
36221,490.0,DHA Defence,7,5,5445.0
36222,425.0,G-9,6,6,3267.012
36224,78.0,Shaheen Town,5,5,1361.255
36227,415.0,G-9,6,6,38659.642
36229,125.0,Ghauri Town,5,5,1633.506
36230,170.0,Soan Garden,4,3,5445.0
36231,130.0,Soan Garden,4,4,1633.506
36232,76.0,Pindorian,6,4,1361.255
36237,535.0,DHA Defence,6,5,5445.0
36239,95.0,Ghauri Town,5,4,1361.255
36240,450.0,G-9,6,6,3267.012
36242,225.0,Kuri Road,5,4,3811.514
36243,180.0,Soan Garden,6,5,2722.51
36245,124.0,Ghauri Town,7,5,1633.506
36246,77.0,Ghauri Town,3,3,1361.255
36247,900.0,F-10,6,6,65340.0
36248,850.0,F-10,6,6,70785.0
36249,90.0,Ghauri Town,5,5,1633.506
36250,130.0,Bhara kahu,7,11,2722.51
36275,28.0,Qutbal Town,4,6,1361.255
36276,125.0,Bahria Town,0,0,15518.307
36277,850.0,E-11,8,8,5445.0
36278,253.0,E-11,7,4,18240.817
36279,65.0,Gulshan-e-Khudadad,7,5,1361.255
36280,135.0,Bahria Town,3,3,1361.255
36283,800.0,F-6,4,4,59895.0
36285,1900.0,F-8,9,7,70785.0
36290,45.0,Bhara kahu,3,3,1905.757
36491,145.0,F-17,4,4,1905.757
36493,145.0,I-10,3,3,18240.817
36494,85.0,Garden Town,4,6,1089.004
36496,85.0,Ghauri Town,6,4,1361.255
36750,25.0,Lehtarar Road,2,3,816.7529999999999
36752,385.0,DHA Defence,7,7,5445.0
36753,130.0,D-17,6,4,18785.319
36754,97.0,Ghauri Town,6,5,1361.255
36755,550.0,F-11,7,6,4900.518
36756,525.0,Bahria Town,6,6,5445.0
36757,250.0,Bahria Town,6,6,3267.012
36758,80.0,Garden Town,6,6,1361.255
36759,1050.0,Naval Anchorage,10,9,10890.0
36760,150.0,Ghauri Town,6,6,1905.757
36761,317.0,G-13,6,6,29675.359
36762,135.0,G-11,3,3,11979.043999999998
36764,160.0,Green Avenue,0,0,18240.817
36765,160.0,PWD Housing Scheme,6,6,2722.51
36766,550.0,D-12,6,6,3811.514
36767,425.0,DHA Defence,0,0,5445.0
36770,260.0,G-13,6,5,2178.008
36772,105.0,Ghauri Town,6,4,1361.255
36773,185.0,G-11,3,3,1361.255
36775,78.0,Ghauri Town,3,3,1361.255
36776,78.0,Ghauri Town,3,3,1361.255
36777,65.0,Ghauri Town,0,0,1361.255
36778,155.0,Ghauri Town,6,6,1905.757
36779,110.0,Ghauri Town,5,4,1361.255
36781,85.0,Ghauri Town,3,3,1361.255
36783,83.0,Ghauri Town,3,3,1361.255
36784,70.0,Ghauri Town,0,0,1361.255
36785,150.0,D-17,5,4,2722.51
36786,95.0,Ghauri Town,5,4,1361.255
36787,95.0,Ghauri Town,5,4,1361.255
36788,80.0,Ghauri Town,5,4,1361.255
36789,120.0,Ghauri Town,5,4,1361.255
36790,120.0,Ghauri Town,5,4,1361.255
36791,490.0,E-11,0,0,33759.124
36792,40.0,Ghauri Town,2,2,816.7529999999999
36793,55.0,Ghauri Town,3,2,1361.255
36794,70.0,Ghauri Town,3,2,1361.255
36795,110.0,Ghauri Town,5,4,1361.255
36796,62.0,Ghauri Town,3,2,1089.004
36797,130.0,Ghauri Town,6,6,1361.255
36798,95.0,Ghauri Town,3,2,1905.757
36799,150.0,Ghauri Town,6,6,1905.757
36800,150.0,Ghauri Town,6,6,1905.757
37012,75.0,Ghauri Town,3,3,1089.004
37013,65.0,Ghauri Town,3,3,816.7529999999999
37014,295.0,G-11,5,5,25319.343
37015,62.0,Ghauri Town,3,2,1361.255
37016,45.0,Frash Town,3,3,816.7529999999999
37017,95.0,Royal City,4,4,1361.255
37019,25.0,Royal City,2,2,816.7529999999999
37020,52.0,Ghauri Town,2,2,1089.004
37021,350.0,E-11,4,4,2178.008
37022,200.0,Soan Garden,5,4,3811.514
37023,155.0,Soan Garden,6,6,27497.351
37024,145.0,Soan Garden,6,4,2178.008
37025,130.0,Soan Garden,6,5,18785.319
37026,125.0,Soan Garden,4,4,18785.319
37027,175.0,Soan Garden,6,6,27497.351
37028,500.0,I-8,5,5,38659.642
37032,800.0,F-6,5,5,53088.94499999999
37033,2800.0,F-8,0,0,21780.0
37034,3200.0,F-8,0,12,21780.0
37035,1400.0,F-8,5,5,98010.0
37036,155.0,Ghauri Town,6,7,1905.757
37037,160.0,Gulberg,4,4,1905.757
37041,400.0,DHA Defence,5,5,5445.0
37042,475.0,DHA Defence,6,6,5445.0
37045,95.0,Phulgran,1,2,816.7529999999999
37050,200.0,Bahria Town,5,5,2178.008
37052,1450.0,F-11,8,6,70785.0
37053,1000.0,F-11,10,10,5445.0
37054,750.0,F-11,6,5,4900.518
37055,31.0,Jagiot Road,2,2,816.7529999999999
37056,80.0,H-13,5,4,1361.255
37057,150.0,F-17,5,8,2722.51
37301,1200.0,F-10,7,7,10890.0
37302,150.0,National Police Foundation,6,5,32942.371
37303,185.0,G-9,3,3,1361.255
37304,95.0,Ghauri Town,4,4,1361.255
37305,155.0,Soan Garden,6,5,2450.259
37307,115.0,Ghauri Town,6,8,1633.506
37309,175.0,Bani Gala,4,4,28314.104
37310,120.0,PWD Housing Scheme,3,2,2722.51
37311,85.0,Bhara kahu,2,3,1361.255
37312,84.0,Sohan Valley,3,4,1089.004
37314,475.0,I-8,0,9,38659.642
37315,125.0,Park View City,0,0,1361.255
37316,335.0,G-13,8,6,29675.359
37318,160.0,D-17,4,4,2178.008
37319,175.0,D-17,4,4,2178.008
37320,1800.0,F-6,10,9,10890.0
37324,95.0,Ghauri Town,6,4,11979.043999999998
37325,485.0,Bahria Town,6,5,5445.0
37326,485.0,Bahria Town,6,5,5445.0
37327,120.0,Bhara kahu,7,6,2722.51
37328,610.0,G-13,0,8,5445.0
37329,400.0,G-13,0,9,29675.359
37330,165.0,G-14,0,5,15246.056
37552,75.0,Shahpur,5,5,2722.51
37553,150.0,Bani Gala,5,4,2722.51
37554,360.0,G-13,7,7,29675.359
37555,80.0,Taramrri,3,4,14973.804999999998
37556,1100.0,F-10,0,0,76230.0
37558,875.0,F-11,7,6,5445.0
37559,550.0,G-10,6,6,3811.514
37560,160.0,I-10,2,4,18240.817
37561,150.0,Bahria Town,4,5,1633.506
37562,135.0,D-17,4,4,1905.757
37563,265.0,G-15,7,7,3811.514
37564,65.0,Ghauri Town,3,2,1361.255
37565,140.0,Bahria Town,4,3,1361.255
37566,1000.0,F-11,10,9,5445.0
37567,250.0,Iqbal Town,0,0,2722.51
37569,150.0,Soan Garden,5,4,2178.008
37570,70.0,Bhara kahu,4,2,2722.51
37571,180.0,G-10,4,4,17968.566
37574,1800.0,F-10,10,8,10890.0
37575,650.0,F-11,5,5,48460.67799999999
37576,160.0,National Police Foundation O-9,6,5,2722.51
37577,115.0,Ghauri Town,5,4,1361.255
37851,76.0,DHA Defence,3,3,2178.008
37853,145.0,PWD Housing Scheme,5,5,2722.51
37854,155.0,Ghauri Town,7,7,1905.757
37855,40.0,DHA Defence,2,2,1361.255
37856,155.0,Garden Town,7,6,1905.757
37857,915.0,F-11,6,6,5445.0
37858,95.0,Ghauri Town,5,5,1089.004
37859,1450.0,F-11,8,6,70785.0
37861,68.5,DHA Defence,3,3,2178.008
37862,250.0,Soan Garden,6,6,59895.0
37863,370.0,Soan Garden,6,6,5445.0
37864,370.0,Soan Garden,6,6,5445.0
37866,265.0,G-15,7,7,3811.514
37867,1400.0,F-7,5,5,5445.0
37868,450.0,Bani Gala,9,8,98010.0
37869,1200.0,F-10,6,10,10890.0
37870,350.0,DHA Defence,0,0,5445.0
37871,145.0,I-10,3,3,18240.817
37873,365.0,DHA Defence,6,5,48460.67799999999
37874,495.0,G-11,0,0,3811.514
37875,1000.0,F-6,6,5,70785.0
37877,150.0,F-17,5,6,2178.008
37879,150.0,F-17,6,5,2178.008
37881,550.0,F-11,8,7,65340.0
37882,60.0,Ghauri Town,3,2,1361.255
37883,85.0,Ghauri Town,0,0,1089.004
37884,450.0,G-10,3,3,3539.263
37885,330.0,D-18,7,7,5445.0
38156,135.0,B-17,7,5,2178.008
38159,38.0,DHA Defence,2,2,1361.255
38161,65.0,Shaheen Town,3,3,1361.255
38162,155.0,G-13,0,0,1089.004
38163,450.0,DHA Defence,6,6,5445.0
38164,240.0,Bahria Town,0,0,2722.51
38165,240.0,Bahria Town,6,5,2722.51
38166,465.0,Bahria Town,8,7,5445.0
38167,465.0,Bahria Town,8,7,5445.0
38168,825.0,E-11,0,0,5445.0
38169,375.0,E-11,6,6,29675.359
38170,3600.0,F-7,6,6,130680.0
38171,175.0,G-11,4,4,11979.043999999998
38172,480.0,Bahria Town,6,5,5445.0
38173,480.0,Bahria Town,6,5,5445.0
38174,700.0,E-11,6,6,59895.0
38175,265.0,G-11,6,5,1905.757
38176,850.0,F-10,6,6,70785.0
38177,155.0,Ghauri Town,6,6,1905.757
38178,170.0,G-7,3,5,1361.255
38179,40.0,DHA Defence,0,0,1361.255
38181,230.0,CBR Town,7,6,3267.012
38183,750.0,DHA Defence,6,5,5445.0
38186,100.0,Ghauri Town,4,4,1361.255
38188,210.0,Soan Garden,6,8,4356.016
38191,225.0,PWD Housing Scheme,6,5,25319.343
38192,75.0,Ghauri Town,0,0,1361.255
38193,410.0,DHA Defence,6,6,5445.0
38422,33.0,Shehzad Town,3,3,1361.255
38425,660.0,F-11,8,7,5445.0
38426,1450.0,F-11,8,6,70785.0
38427,120.0,Soan Garden,0,3,2722.51
38428,324.0,DHA Defence,3,3,5445.0
38429,105.0,Bani Gala,5,6,1361.255
38430,260.0,G-15,0,0,38659.642
38431,190.0,G-15,0,0,2178.008
38432,670.0,F-10,4,4,5445.0
38434,190.0,D-12,4,3,23141.335
38435,89.0,Ghauri Town,5,4,1361.255
38436,170.0,G-13,5,4,1361.255
38438,35.0,Alipur Farash,2,2,816.7529999999999
38439,775.0,I-8,7,6,5445.0
38440,145.0,G-13,5,5,1089.004
38442,1000.0,F-10,4,5,65340.0
38443,2400.0,F-6,0,0,114345.0
38447,200.0,Chatha Bakhtawar,5,7,1905.757
38683,150.0,Soan Garden,5,4,1633.506
38685,105.0,Chatha Bakhtawar,6,6,17696.315
38686,130.0,H-13,5,4,1361.255
38687,525.0,DHA Defence,6,6,5445.0
38690,95.0,Ghauri Town,3,3,1905.757
38691,60.0,Ghauri Town,4,4,816.7529999999999
38692,75.0,Ghauri Town,3,3,1361.255
38693,48.0,Ghauri Town,4,4,816.7529999999999
38694,78.0,Ghauri Town,3,3,1361.255
38695,78.0,Ghauri Town,3,3,1361.255
38697,350.0,National Police Foundation O-9,6,6,5445.0
38698,295.0,G-15,8,7,38659.642
38699,125.0,F-10,3,3,1089.004
38700,1650.0,E-7,5,4,103455.0
38701,300.0,B-17,0,8,5445.0
38702,290.0,G-8,7,7,1905.757
38703,135.0,G-13,0,5,11979.043999999998
38704,335.0,G-13,0,7,29675.359
38705,245.0,G-13,0,5,2178.008
38706,110.0,Ghauri Town,5,4,1361.255
38707,425.0,Bahria Town,6,6,5445.0
38708,240.0,Bahria Town,6,5,2994.7609999999995
38709,210.0,Bahria Town,6,5,2722.51
38710,300.0,E-11,6,5,2178.008
38711,62.0,Ghauri Town,3,2,1361.255
38712,850.0,F-10,5,5,59895.0
38713,250.0,Chak Shahzad,8,6,2722.51
38715,1200.0,F-10,10,11,10890.0
38716,200.0,Iqbal Town,6,7,2722.51
38717,150.0,F-17,6,5,2178.008
38718,1000.0,F-11,4,6,5445.0
38719,300.0,G-9,5,5,29675.359
38720,750.0,E-11,7,6,4900.518
38721,190.0,D-12,5,4,299475.0
38723,450.0,I-8,6,6,38659.642
38724,450.0,I-8,6,6,33759.124
38725,280.0,E-11,0,0,1633.506
38930,480.0,E-11,6,6,4356.016
38931,595.0,G-11,7,7,65340.0
38932,260.0,G-11,5,5,1905.757
38933,95.0,Soan Garden,7,6,1633.506
38935,340.0,G-13,3,4,2722.51
38936,75.0,Ghauri Town,4,4,1089.004
38937,1900.0,F-8,8,7,70785.0
38938,42.0,Burma Town,3,3,1361.255
38939,425.0,DHA Defence,7,6,5445.0
38940,370.0,G-13,9,9,2450.259
38941,240.0,G-9,0,0,18240.817
38942,625.0,Naval Anchorage,0,0,10890.0
38945,800.0,F-11,6,6,5445.0
38948,33.0,DHA Defence,2,2,1361.255
38949,67.0,DHA Defence,3,3,2178.008
38950,450.0,F-11,6,5,2722.51
38951,220.0,Bahria Town,5,4,2722.51
38952,275.0,Bahria Town,6,5,2722.51
38953,205.0,Zaraj Housing Scheme,5,4,2722.51
38954,260.0,Bahria Town,6,5,2722.51
38955,325.0,E-11,5,5,2450.259
38956,350.0,G-13,8,7,2722.51
38957,150.0,Bani Gala,4,4,1905.757
38958,115.0,Soan Garden,2,2,29675.359
38959,65.0,H-13,3,3,1361.255
38961,270.0,Bani Gala,8,8,5445.0
39200,485.0,Bahria Town,6,5,5445.0
39201,175.0,G-15,5,6,2178.008
39202,45.0,Khanna Pul,2,2,1089.004
39205,365.0,G-9,5,6,2722.51
39209,95.5,B-17,6,5,1361.255
39211,1500.0,Meherban Colony,10,8,130680.0
39214,99.0,H-13,5,4,1361.255
39215,950.0,F-7,0,0,5445.0
39216,495.0,I-8,7,6,3267.012
39218,220.0,Bahria Town,5,4,2722.51
39219,495.0,I-8,6,6,38659.642
39220,465.0,Bahria Town,7,6,5445.0
39222,150.0,G-13,5,5,1089.004
39223,260.0,Bahria Town,6,5,2722.51
39224,425.0,Bahria Town,7,6,5445.0
39225,320.0,Bahria Town,6,5,2722.51
39227,650.0,F-11,6,5,5445.0
39229,145.0,Islamabad Highway,5,6,12251.294999999998
39476,60.0,Tarlai,4,8,816.7529999999999
39477,265.0,Naval Anchorage,8,7,3811.514
39478,1700.0,Bani Gala,0,0,38115.0
39479,425.0,Shah Allah Ditta,6,6,5445.0
39481,125.0,I-14,0,4,14429.302999999998
39482,190.0,DHA Defence,4,3,2994.7609999999995
39484,2800.0,F-7,0,0,10890.0
39485,775.0,F-10,6,6,70785.0
39486,900.0,I-8,9,9,65340.0
39489,1450.0,F-7,0,0,70785.0
39490,1450.0,F-8,9,6,70785.0
39491,1450.0,F-6,9,6,70785.0
39492,24.0,Tarlai,2,4,544.502
39494,235.0,PWD Housing Scheme,8,7,3267.012
39495,37.0,Lehtarar Road,3,2,1361.255
39497,165.0,G-13,3,3,1089.004
39498,38.0,DHA Defence,2,2,1361.255
39499,70.0,DHA Defence,3,3,2178.008
39500,350.0,Bahria Town,10,7,28586.355
39742,1600.0,F-7,8,10,70785.0
39743,1800.0,E-7,5,5,103455.0
39746,1400.0,F-7,7,7,70785.0
39747,410.0,E-11,6,6,27497.351
39749,38.0,E-14,0,0,1361.255
39751,135.0,B-17,4,4,2178.008
39753,425.0,Green Avenue,6,6,40020.897
39755,235.0,Bahria Town,0,0,2722.51
39759,148.0,Ghauri Town,7,6,1905.757
39760,205.0,PWD Housing Scheme,5,4,2722.51
39761,1200.0,F-10,6,6,10890.0
39762,299.0,DHA Defence,4,3,5445.0
39763,445.0,I-8,6,6,38659.642
39764,475.0,Bahria Town,6,5,5445.0
39765,475.0,Bahria Town,6,5,5445.0
39766,55.0,Tarlai,2,4,1361.255
39767,865.0,F-7,0,0,5445.0
39769,72.0,Golra Mor,3,4,1905.757
39770,250.0,CBR Town,0,0,38659.642
39771,15.0,C-18,5,4,15246.056
40014,315.0,Bahria Town,8,7,3539.263
40015,315.0,Bahria Town,8,7,3539.263
40016,100.0,FECHS,3,3,1905.757
40017,67.0,Ghauri Town,3,3,1089.004
40018,80.0,Ghauri Town,5,4,1361.255
40019,63.0,Ghauri Town,3,2,1361.255
40020,170.0,I-10,7,4,1089.004
40021,160.0,G-13,5,3,1089.004
40022,82.0,PWD Housing Scheme,3,4,9528.785
40023,3500.0,F-8,0,0,21780.0
40024,3500.0,F-8,0,0,21780.0
40025,325.0,I-10,6,6,1905.757
40026,115.0,I-14,0,0,1633.506
40027,145.0,I-10,3,3,18240.817
40028,350.0,B-17,8,6,5445.0
40030,290.0,G-6,7,7,21235.578
40036,235.0,Bahria Town,6,5,2722.51
40037,235.0,Bahria Town,6,5,2722.51
40038,265.0,G-9,4,4,18240.817
40039,85.0,FECHS,3,2,1905.757
40040,235.0,G-11,4,4,1361.255
40041,46.0,Koral Chowk,2,2,2178.008
40296,76.0,DHA Defence,4,3,2178.008
40299,95.5,B-17,6,5,1361.255
40301,950.0,F-11,10,8,70785.0
40304,290.0,DHA Defence,6,5,2722.51
40305,215.0,Bahria Town,6,5,2722.51
40306,78.0,Ghauri Town,5,4,12251.294999999998
40307,485.0,Bahria Town,6,5,5445.0
40308,850.0,E-11,9,8,5445.0
40309,550.0,G-11,6,5,5445.0
40311,910.0,F-6,6,5,59895.0
40312,230.0,Bahria Town,6,6,3811.514
40313,800.0,F-11,6,6,70785.0
40547,74.0,DHA Defence,3,3,2178.008
40548,65.0,DHA Defence,3,3,2178.008
40549,60.0,DHA Defence,3,3,2178.008
40550,58.0,DHA Defence,0,3,2178.008
40551,23.5,DHA Defence,0,2,1361.255
40552,24.5,DHA Defence,0,2,1361.255
40553,25.0,DHA Defence,0,2,1361.255
40554,29.0,DHA Defence,0,2,1361.255
40555,30.0,DHA Defence,0,2,1361.255
40556,32.0,DHA Defence,2,2,1361.255
40557,75.0,DHA Defence,0,3,2178.008
40558,35.0,DHA Defence,0,2,1361.255
40559,38.0,DHA Defence,0,2,1361.255
40560,1050.0,F-11,0,8,5445.0
40561,1300.0,F-8,0,0,5445.0
40562,925.0,F-11,0,6,5445.0
40563,1100.0,F-11,0,8,5445.0
40564,625.0,F-11,0,6,4356.016
40565,825.0,F-11,0,6,5445.0
40569,325.0,F-10,0,8,70785.0
40570,1400.0,F-10,0,10,119790.0
40574,275.0,G-8,0,5,18240.817
40575,200.0,G-8,0,0,15246.056
40576,375.0,G-8,0,0,33759.124
40577,350.0,G-9,0,5,29675.359
40578,350.0,G-9,0,6,29675.359
40579,425.0,H-9,0,5,38659.642
40580,240.0,H-9,0,5,18240.817
40581,625.0,Naval Anchorage,0,8,10890.0
40582,399.0,DHA Defence,5,5,5445.0
40583,240.0,CBR Town,6,6,3267.012
40584,250.0,CBR Town,6,6,3267.012
40585,430.0,I-8,7,6,3267.012
40587,36.0,DHA Defence,2,2,1361.255
40588,325.0,E-11,0,0,27497.351
40589,135.0,Soan Garden,5,4,1633.506
40590,145.0,CBR Town,6,5,2178.008
40591,210.0,G-13,6,5,2178.008
40592,140.0,G-13,3,3,11979.043999999998
40593,90.0,B-17,3,3,1361.255
40594,55.0,Spring Valley,3,3,1633.506
40596,40.0,DHA Defence,2,2,1361.255
40598,1700.0,E-7,4,4,103455.0
40599,1300.0,F-6,5,5,87120.0
40600,750.0,F-6,3,3,48460.67799999999
40603,325.0,G-10,5,5,23958.088
40800,1450.0,F-7,7,6,5445.0
40801,74.0,Ghauri Town,0,0,1089.004
40803,170.0,G-13,0,0,1361.255
40805,610.0,G-13,0,6,5445.0
40806,465.0,G-13,0,6,38659.642
40807,465.0,Bahria Town,6,5,5445.0
40808,465.0,Bahria Town,6,5,5445.0
40809,750.0,F-11,6,6,70785.0
40810,940.0,F-11,8,8,70785.0
40812,200.0,CBR Town,0,2,3811.514
40813,38.0,DHA Defence,2,2,1361.255
40814,575.0,F-10,0,0,5445.0
40815,290.0,G-15,7,6,3267.012
40816,160.0,G-15,4,4,1905.757
40818,78.0,DHA Defence,3,3,2178.008
40820,35.5,DHA Defence,2,2,1361.255
40821,305.0,Bahria Town,6,5,2722.51
40822,45.0,DHA Defence,2,2,1361.255
40824,150.0,I-10,0,0,18240.817
41079,800.0,I-8,6,10,38659.642
41081,220.0,9th Avenue,3,3,1905.757
41082,470.0,DHA Defence,7,6,5445.0
41083,142.0,Soan Garden,5,4,1633.506
41084,48.0,Ghauri Town,2,2,1361.255
41286,27.0,Madina Town,1,3,544.502
41287,190.0,PWD Housing Scheme,6,6,3539.263
41288,700.0,City Garden,8,8,10890.0
41289,700.0,City Garden,8,8,10890.0
41290,85.0,Bani Gala,4,4,1361.255
41292,290.0,G-15,7,7,38659.642
41293,950.0,F-10,6,6,70785.0
41294,88.0,Ghauri Town,5,4,1089.004
41295,1175.0,F-8,5,5,65340.0
41296,535.0,DHA Defence,6,5,5445.0
41297,280.0,Bahria Town,6,5,3267.012
41298,1060.0,F-11,0,8,5445.0
41299,83.0,Ghauri Town,5,4,1089.004
41301,400.0,Naval Anchorage,0,0,5445.0
41303,60.0,Arsalan Town,3,2,1361.255
41304,62.0,Shaheen Town,4,3,1361.255
41305,75.0,Shaheen Town,4,4,1361.255
41306,110.0,Airport Enclave,0,0,1361.255
41307,140.0,Airport Enclave,0,0,2178.008
41308,650.0,E-11,7,6,4900.518
41329,30.0,Islamabad - Murree Expressway,2,2,1089.004
41330,490.0,G-11,6,6,38659.642
41331,1350.0,F-7,6,6,5445.0
41332,1200.0,F-8,6,6,65340.0
41333,380.0,Bahria Town,6,5,70785.0
41334,230.0,9th Avenue,3,4,18240.817
41337,245.0,Bahria Town,6,5,2722.51
41339,150.0,I-8,4,4,1361.255
41340,190.0,DHA Defence,4,3,2722.51
41341,36.0,Tarlai,1,3,1089.004
41344,70.0,Ghauri Town,4,4,816.7529999999999
41345,1300.0,F-8,6,6,98010.0
41346,60.0,Bani Gala,2,2,1633.506
41347,158.0,D-17,5,5,2178.008
41348,270.0,Ghauri Town,10,7,2722.51
41349,55.0,Tarnol,0,0,12251.294999999998
41353,780.0,F-10,6,6,5445.0
41354,165.0,CBR Town,7,6,22869.084
41544,180.0,CBR Town,3,3,3267.012
41545,135.0,CBR Town,5,5,1905.757
41563,265.0,G-13,6,4,1905.757
41564,129.0,I-10,0,0,1361.255
